Route,Blind,51.4309209,-0.0936496
1,Tottenham Court Road,51.516765,-0.1308319
1,Holborn,51.5179371,-0.1106193
1,Aldwych,51.5117949,-0.1193297
1,Waterloo,51.5048541,-0.1136621
1,Elephant & Castle,51.4932734,-0.0988348
1,Elephant & Castle,51.4932734,-0.0988348
1,Bricklayer's Arms,51.4661409,-0.2174147
1,Surrey Quays,51.4944172,-0.0383063
1,Southwark Park Road,51.493047,-0.07343890000000002
1,Canada Water,51.4971488,-0.0471107
2,Marylebone,51.5188746,-0.1498955
2,Marble Arch,51.5135032,-0.158161
2,Hyde Park Corner,51.5029347,-0.1508562
2,Victoria,51.4309209,-0.0936496
2,Vauxhall,51.4309209,-0.0936496
2,Stockwell,51.4309209,-0.0936496
2,Brixton,51.4612794,-0.1156148
2,Brixton,51.4612794,-0.1156148
2,Tulse Hill Station,51.43986,-0.10505
2,West Norwood,51.427905,-0.1002486
3,Regent Street,51.5080333,-0.133591
3,Piccadilly Circus,51.5101699,-0.1348241
3,"Whitehall, Horse Guards",51.5049111,-0.1273704
3,"Whitehall, Horse Guards",51.5049111,-0.1273704
3,Parliament Square,51.5007668,-0.1261294
3,Lambeth Bridge,51.4945633,-0.123211
3,Kennington Lane,51.4911995,-0.1034744
3,Kennington Church,51.5026934,-0.19148
3,Brixton,51.4612794,-0.1156148
3,Brixton,51.4612794,-0.1156148
3,"Brixton, Morval Road",51.4560094,-0.1133047
3,South Croxted Road,51.4354963,-0.09071219999999999
3,Crystal Palace,51.4197233,-0.0830638
4,Archway,51.4309209,-0.0936496
4,"Holloway, Nag's Head",51.4309209,-0.0936496
4,Finsbury Park Station,51.5646425,-0.1058553
4,Highbury Barn,51.5569649,-0.0979656
4,Highbury & Islington,51.5569649,-0.0979656
4,"Islington, Angel",51.5366523,-0.1029852
4,Barbican,51.5202077,-0.09378639999999999
4,St. Paul's,51.5063566,-0.292845
4,Ludgate Circus,51.513956,-0.1045484
4,Aldwych,51.5119745,-0.1189746
4,Waterloo,51.4309209,-0.0936496
4,Waterloo,51.4309209,-0.0936496
5,Romford Market,51.5790739,0.1813886
5,Romford Station,51.577076,0.178319
5,Roneo Corner,51.5654396,0.1884167
5,Becontree Heath,51.5609465,0.1488995
5,Five Elms,51.5537943,0.1416476
5,Bennett's Castle Lane,51.5613931,0.1248746
5,Fair Cross,51.54162059999999,0.08352939999999999
5,Barking,51.536563,0.075766
5,Barking,51.536563,0.075766
5,Newham Town Hall,51.53280239999999,0.0551608
5,"East Ham, Newham Town Hall",51.53280239999999,0.0551608
5,"Upton Park, Boleyn",51.5305005,0.0384915
5,"Plaistow, Balaam Street",51.5226426,0.0223686
5,"Canning Town, Barking Road",51.53044569999999,0.038323
5,Canning Town,51.5189494,0.0132
6,"Willesden, Bus Garage",51.5474482,-0.2394372
6,Kensal Rise,51.5345071,-0.2250186
6,Queen's Park,51.5345448,-0.2043853
6,Edgware Road Station,51.51988249999999,-0.1678336
6,Marble Arch,51.5132872,-0.1595743
6,Portman Square,51.5160186,-0.1547182
